0	2	3853
1	2	1321
2	2	705
3	2	2057
4	2	4563
5	0	4839
5	1	581
6	0	841
6	1	581
7	2	1817
8	0	4839
8	1	3983
9	2	2079
10	2	1895
11	2	4208
12	2	1339
13	0	1405
13	1	3983
14	2	3899
15	0	4839
15	1	1817
16	2	1932
17	2	3987
18	2	926
19	2	4234
20	2	2347
21	2	2927
22	2	3625
23	2	3344
24	2	745
25	2	3387
26	2	5078
27	2	499
28	2	218
29	2	4806
30	0	4839
30	1	4748
31	2	3996
32	0	3702
32	1	747
33	2	355
34	0	4400
34	1	1932
35	2	2954
36	0	841
36	1	1932
37	2	1385
38	0	841
38	1	1598
39	2	3760
40	2	2377
41	2	1484
42	2	1877
43	0	2221
43	1	581
44	2	3794
45	2	3712
46	0	4839
46	1	1339
47	2	2746
48	2	4549
49	0	4839
49	1	4309
50	2	4104
51	0	967
51	1	1598
52	0	3891
52	1	3983
53	2	1465
54	2	4837
55	2	1150
56	2	1778
57	0	4839
57	1	1525
58	2	1038
59	0	346
59	1	3983
60	2	4113
61	0	1405
61	1	2176
62	0	1405
62	1	1339
63	0	841
63	1	4309
64	2	1379
65	2	1310
66	2	3018
67	0	3885
67	1	747
68	0	1302
68	1	581
69	2	1334
70	2	3474
71	2	2166
72	2	4161
73	0	841
73	1	1497
74	0	841
74	1	1794
75	2	627
76	2	4476
77	2	2720
78	0	2135
78	1	581
79	0	3278
79	1	581
80	2	2575
81	0	841
81	1	4240
82	0	346
82	1	4463
83	0	537
83	1	581
84	2	1286
85	0	4554
85	1	3983
86	0	3172
86	1	2079
87	0	124
87	1	1598
88	0	841
88	1	3344
89	2	333
90	2	3457
91	0	4839
91	1	3018
92	2	1193
93	2	1573
94	0	2607
94	1	1794
95	2	2959
96	0	4839
96	1	1771
97	0	3891
97	1	1321
98	0	346
98	1	2176
99	0	346
99	1	1794
100	0	2607
100	1	1817
101	2	4949
102	2	625
103	0	3116
103	1	1817
104	2	3497
105	2	719
106	0	2056
106	1	3978
107	2	2251
108	2	1813
109	0	841
109	1	2750
110	2	5087
111	2	580
112	2	2568
113	0	1624
113	1	4748
114	2	3577
115	0	2135
115	1	3625
116	0	832
116	1	1412
117	0	3891
117	1	1525
118	0	346
118	1	2057
119	2	612
120	2	3922
121	0	967
121	1	2951
122	0	4839
122	1	1792
123	0	967
123	1	3625
124	2	1862
125	2	1585
126	2	1653
127	0	3172
127	1	2057
128	2	2075
129	0	841
129	1	2057
130	2	3913
131	2	4985
132	2	957
133	0	841
133	1	3018
134	2	351
135	0	443
135	1	1598
136	0	4581
136	1	747
137	0	785
137	1	1817
138	2	3590
139	0	967
139	1	1187
140	2	3046
141	0	4839
141	1	3978
142	0	4839
142	1	869
143	0	537
143	1	1321
144	0	3172
144	1	2750
145	0	4554
145	1	3625
146	2	4612
147	2	428
148	0	4400
148	1	1598
149	0	3154
149	1	1817
150	2	4860
151	0	841
151	1	2403
152	0	4496
152	1	716
153	0	346
153	1	1525
154	0	4839
154	1	1970
155	0	124
155	1	1817
156	2	4896
157	0	841
157	1	1339
158	2	1236
159	2	1383
160	0	753
160	1	1848
161	0	4400
161	1	4463
162	0	3525
162	1	1270
163	0	2221
163	1	747
164	0	2221
164	1	4748
165	0	832
165	1	4463
166	0	3172
166	1	4463
167	2	2009
168	2	2309
169	2	3775
170	0	2035
170	1	747
171	0	4400
171	1	3344
172	2	359
173	2	1382
174	0	1624
174	1	4463
175	0	346
175	1	4749
176	0	967
176	1	4749
177	0	3278
177	1	4463
178	0	4400
178	1	1497
179	2	2929
180	2	2956
181	0	3525
181	1	3983
182	0	1405
182	1	421
183	0	537
183	1	1970
184	2	37
185	2	681
186	0	346
186	1	1792
187	0	346
187	1	1923
188	2	1855
189	0	3891
189	1	1339
190	2	5011
191	2	2194
192	0	1405
192	1	2079
193	2	1051
194	0	2135
194	1	1525
195	0	4839
195	1	282
196	2	452
197	0	2221
197	1	2057
198	0	3501
198	1	3897
199	2	3752
200	0	1405
200	1	1932
201	2	2539
202	2	3664
203	0	537
203	1	3853
204	2	3777
205	0	443
205	1	581
206	0	3154
206	1	1848
207	0	4839
207	1	4727
208	0	1666
208	1	3983
209	0	3278
209	1	1817
210	0	346
210	1	421
211	2	4473
212	2	573
213	2	2435
214	2	3021
215	0	4839
215	1	112
216	0	346
216	1	4104
217	0	1348
217	1	2057
218	2	1705
219	0	841
219	1	4055
220	2	3070
221	2	2387
222	0	3172
222	1	3897
223	2	2909
224	0	3501
224	1	4806
225	0	537
225	1	1817
226	2	736
227	0	3702
227	1	1817
228	0	4839
228	1	716
229	0	3172
229	1	3917
230	0	1348
230	1	1321
231	0	346
231	1	4240
232	0	967
232	1	2218
233	0	4554
233	1	2951
234	0	537
234	1	2176
235	0	2786
235	1	1321
236	0	1405
236	1	1848
237	0	1281
237	1	1817
238	2	4037
239	0	1556
239	1	3983
240	0	2056
240	1	3983
241	2	2876
242	2	3871
243	2	890
244	0	3891
244	1	2057
245	2	1811
246	0	4400
246	1	4748
247	2	3472
248	2	3723
249	0	3891
249	1	1794
250	2	2373
251	2	2015
252	2	2694
253	0	785
253	1	4463
254	2	2564
255	2	2552
256	2	661
257	2	2095
258	0	841
258	1	282
259	0	2135
259	1	3853
260	0	4400
260	1	705
261	0	2607
261	1	4463
262	0	4400
262	1	4240
263	0	376
263	1	705
264	0	383
264	1	581
265	2	3013
266	2	1669
267	2	1230
268	0	380
268	1	3983
269	0	4350
269	1	1895
270	2	2517
271	2	3028
272	0	4554
272	1	1794
273	2	375
274	2	2249
275	0	4839
275	1	2218
276	2	4745
277	0	4496
277	1	4463
278	0	4839
278	1	4739
279	2	4574
280	2	3539
281	0	841
281	1	4749
282	2	5013
283	2	3340
284	0	3702
284	1	581
285	0	537
285	1	3284
286	2	4866
287	0	3477
287	1	1598
288	2	4108
289	2	3035
290	0	2221
290	1	4240
291	0	841
291	1	3978
292	2	3952
293	0	1281
293	1	4748
294	0	4839
294	1	586
295	2	366
296	0	283
296	1	4463
297	2	388
298	0	2135
298	1	3018
299	0	3116
299	1	1412
300	2	4677
301	2	113
302	0	4839
302	1	3823
303	0	3172
303	1	4113
304	0	2135
304	1	2750
305	0	4400
305	1	747
306	2	3388
307	2	234
308	2	2390
309	2	5014
310	2	3612
311	2	95
312	2	2032
313	0	346
313	1	1573
314	0	3676
314	1	581
315	0	4839
315	1	5061
316	2	1390
317	2	2182
318	0	2135
318	1	3284
319	0	346
319	1	1771
320	0	2569
320	1	3712
321	0	537
321	1	2403
322	0	378
322	1	581
323	0	2135
323	1	2057
324	0	1281
324	1	1525
325	2	536
326	2	494
327	0	36
327	1	1817
328	0	3172
328	1	3344
329	2	1913
330	0	4839
330	1	428
331	0	3069
331	1	4463
332	0	1405
332	1	282
333	0	2221
333	1	1346
334	0	3702
334	1	705
335	0	2221
335	1	4309
336	0	967
336	1	2347
337	0	2873
337	1	747
338	0	1281
338	1	1895
339	0	346
339	1	3996
340	2	4342
341	0	967
341	1	1484
342	0	1348
342	1	421
343	0	685
343	1	3983
344	0	537
344	1	4309
345	0	2670
345	1	1598
346	2	4565
347	2	2257
348	2	2184
349	0	4236
349	1	1932
350	2	1614
351	2	1325
352	0	3676
352	1	4463
353	0	1337
353	1	1412
354	2	1429
355	0	4400
355	1	2079
356	2	4743
357	0	3147
357	1	1321
358	0	4383
358	1	4748
359	2	4125
360	2	1988
361	0	3501
361	1	2951
362	2	639
363	2	2703
364	2	1999
365	2	1460
366	2	1423
367	2	2294
368	2	4207
369	2	2616
370	0	1348
370	1	1173
371	2	4122
372	0	4554
372	1	1525
373	0	967
373	1	1525
374	2	1439
375	2	883
376	0	376
376	1	4748
377	0	841
377	1	586
378	2	3768
379	2	1610
380	0	124
380	1	4463
381	0	3501
381	1	2218
382	2	1243
383	0	1405
383	1	3917
384	0	2221
384	1	1497
385	0	2056
385	1	476
386	0	753
386	1	2403
387	2	1161
388	0	1405
388	1	1763
389	0	785
389	1	4240
390	2	1456
391	0	4839
391	1	131
392	0	3891
392	1	3018
393	2	1757
394	0	2091
394	1	705
395	2	5102
396	2	1712
397	2	1773
398	0	346
398	1	637
399	2	2708
400	0	1692
400	1	1412
401	2	4028
402	0	346
402	1	3712
403	2	2306
404	0	3278
404	1	1895
405	2	523
406	2	4781
407	0	2607
407	1	1497
408	2	3966
409	2	1179
410	0	2121
410	1	4748
411	0	4196
411	1	2951
412	0	4839
412	1	2045
413	0	4361
413	1	1270
414	0	346
414	1	1173
415	2	4761
416	0	3501
416	1	4749
417	0	2293
417	1	3983
418	2	330
419	2	2175
420	2	1829
421	0	4839
421	1	2192
422	0	4496
422	1	2951
423	2	1042
424	0	841
424	1	4739
425	0	537
425	1	705
426	0	3891
426	1	4208
427	2	180
428	0	4350
428	1	4113
429	0	4496
429	1	3983
430	2	1574
431	0	4839
431	1	3049
432	2	3408
433	0	841
433	1	246
434	2	3599
435	0	753
435	1	2750
436	2	3177
437	2	2447
438	0	3172
438	1	4727
439	0	2221
439	1	3344
440	0	4437
440	1	705
441	2	3531
442	0	3172
442	1	1932
443	0	2958
443	1	705
444	0	443
444	1	747
445	0	1624
445	1	3344
446	0	3477
446	1	1817
447	2	3415
448	2	3717
449	2	783
450	2	1218
451	0	3172
451	1	2192
452	2	1883
453	0	5070
453	1	1478
454	2	2167
455	2	4455
456	0	2873
456	1	1451
457	2	3304
458	2	3920
459	2	1747
460	2	4373
461	0	1348
461	1	4055
462	2	2809
463	0	2056
463	1	1915
464	0	841
464	1	2347
465	0	2221
465	1	1794
466	2	1931
467	0	3142
467	1	3897
468	2	823
469	2	3869
470	2	3204
471	2	451
472	0	753
472	1	1598
473	2	1338
474	2	3637
475	2	3048
476	2	1486
477	0	4839
477	1	4504
478	0	3525
478	1	3897
479	2	794
480	0	3154
480	1	3284
481	2	4023
482	0	785
482	1	705
483	0	1845
483	1	1598
484	2	4945
485	0	4554
485	1	1792
486	0	1302
486	1	4055
487	0	1302
487	1	4240
488	2	1340
489	0	2135
489	1	1339
490	0	3525
490	1	4476
491	2	4848
492	0	1348
492	1	1346
493	0	1405
493	1	2044
494	2	4255
495	2	5175
496	0	3836
496	1	4113
497	0	380
497	1	4748
498	2	5019
499	0	841
499	1	3897
500	0	4868
500	1	747
501	0	346
501	1	2304
502	0	4350
502	1	2176
503	2	1671
504	0	346
504	1	1540
505	0	1556
505	1	4463
506	2	4058
507	2	1750
508	2	69
509	2	2526
510	2	5036
511	0	3891
511	1	4113
512	2	2367
513	0	4361
513	1	4806
514	0	967
514	1	1330
515	2	784
516	0	832
516	1	1598
517	2	3470
518	2	3369
519	0	3836
519	1	1346
520	0	443
520	1	3853
521	2	696
522	0	1302
522	1	3853
523	0	378
523	1	4748
524	2	4663
525	0	36
525	1	4463
526	2	3503
527	0	841
527	1	4524
528	2	1565
529	0	198
529	1	4463
530	0	3172
530	1	4504
531	2	4092
532	2	570
533	0	378
533	1	3853
534	0	3501
534	1	5168
535	0	4350
535	1	779
536	2	1731
537	2	2271
538	2	3164
539	2	236
540	2	3825
541	2	1296
542	2	1468
543	2	4152
544	2	3402
545	0	4839
545	1	1027
546	0	1666
546	1	2176
547	0	4496
547	1	1817
548	2	2374
549	0	3891
549	1	1412
550	2	2404
551	0	1302
551	1	3344
552	2	3399
553	2	1387
554	0	3477
554	1	1412
555	0	3172
555	1	3996
556	2	4287
557	0	2221
557	1	4113
558	2	4889
559	0	2135
559	1	2176
560	0	4554
560	1	3428
561	2	4918
562	0	3147
562	1	1817
563	0	3154
563	1	2951
564	2	4157
565	2	3859
566	2	2074
567	0	785
567	1	4806
568	2	831
569	0	4361
569	1	1848
570	2	2094
571	0	841
571	1	476
572	2	4518
573	0	346
573	1	246
574	0	3676
574	1	3983
575	2	3696
576	2	2234
577	0	4356
577	1	1817
578	0	346
578	1	1451
579	0	4554
579	1	779
580	0	2921
580	1	2750
581	2	4559
582	0	4581
582	1	1525
583	0	3511
583	1	3625
584	0	4069
584	1	1321
585	0	3142
585	1	1817
586	2	1684
587	0	346
587	1	2045
588	0	4581
588	1	1346
589	0	3172
589	1	586
590	0	1281
590	1	1173
591	0	2056
591	1	705
592	2	2353
593	0	2108
593	1	402
594	0	1624
594	1	3625
595	0	3172
595	1	2045
596	2	5165
597	2	263
